Molecule_Name,connectivity_key,family_id,outer_fold,split_scheme,diagnostic_group_id,diagnostic_murcko_scaffold
OCNT-2395329,BBDGGEDHOSSLBQ,CYP3A4_R25_OCNT-2395447,0,murcko_scaffold,O=C(c1ccoc1)N1CCCCC1c1ncc[nH]1,O=C(c1ccoc1)N1CCCCC1c1ncc[nH]1
OCNT-2312894,PXEUCTPMPXXYMS,CYP2C9_R07_OCNT-2314387,0,murcko_scaffold,O=C(c1cn(Cc2ccccn2)nn1)N1CCC(Cc2ccccc2)CC1,O=C(c1cn(Cc2ccccn2)nn1)N1CCC(Cc2ccccc2)CC1
OCNT-2309246,HZJAEDMXWJCPPZ,CYP3A4_R03_OCNT-2395274,0,murcko_scaffold,O=C(c1cnc2ccccn12)N1CCN(C2CC2)c2ccccc21,O=C(c1cnc2ccccn12)N1CCN(C2CC2)c2ccccc21
OCNT-2315174,BVZPBARCGQEFOO,CYP2C9_R16_OCNT-2310262,0,murcko_scaffold,O=C(c1cncc(-c2ccccc2)c1)N1CCCCC1,O=C(c1cncc(-c2ccccc2)c1)N1CCCCC1
OCNT-2309871,ZCEYLWXXNMDZEQ,CYP1A2_R11_OCNT-2313625,0,murcko_scaffold,O=C1CCCC(C(=O)Nc2ccc(Oc3ccncc3)cc2)N1,O=C1CCCC(C(=O)Nc2ccc(Oc3ccncc3)cc2)N1
OCNT-2395635,VAWUHRUTHFYQRC,CYP3A4_R04_OCNT-2395590,0,murcko_scaffold,O=C1Cc2cccc(NS(=O)(=O)c3sccc3C3CC3)c2N1,O=C1Cc2cccc(NS(=O)(=O)c3sccc3C3CC3)c2N1
OCNT-2315294,DZZVVUKOBSRNAM,CYP2C9_R15_OCNT-2318117,0,murcko_scaffold,O=C1NC(=O)c2cc(NC(=O)N3CCCC(C(=O)Nc4ccccn4)C3)ccc21,O=C1NC(=O)c2cc(NC(=O)N3CCCC(C(=O)Nc4ccccn4)C3)ccc21
OCNT-2395631,YDVFKKIYGVLNGT,CYP3A4_R04_OCNT-2395590,0,murcko_scaffold,O=C1NCc2c(NS(=O)(=O)c3sccc3C3CC3)cccc21,O=C1NCc2c(NS(=O)(=O)c3sccc3C3CC3)cccc21
OCNT-2395404,MUXQTGKIVRSWAN,CYP3A4_R18_OCNT-2395704,0,murcko_scaffold,O=S(=O)(NC1CC1)c1ccccc1,O=S(=O)(NC1CC1)c1ccccc1
OCNT-2395518,URXVOZINLDYRAI,CYP3A4_R18_OCNT-2395704,0,murcko_scaffold,O=S(=O)(NC1CCCCC1)c1ccccc1,O=S(=O)(NC1CCCCC1)c1ccccc1
OCNT-2395749,WQIQLBAMTRKXTD,CYP3A4_R18_OCNT-2395704,0,murcko_scaffold,O=S(=O)(NC1CCCCC1)c1ccccc1,O=S(=O)(NC1CCCCC1)c1ccccc1
OCNT-2395307,FISDQJFPYPYHLF,CYP3A4_R19_OCNT-2311187,0,murcko_scaffold,O=S(=O)(NCCc1cccc2ccccc12)c1cccs1,O=S(=O)(NCCc1cccc2ccccc12)c1cccs1
OCNT-2395311,JJJSJEMEGGMYHA,CYP3A4_R19_OCNT-2311187,0,murcko_scaffold,O=S(=O)(NCCc1cccc2ccccc12)c1cccs1,O=S(=O)(NCCc1cccc2ccccc12)c1cccs1
OCNT-2395788,MOJVVQSWSMKIAN,CYP3A4_R19_OCNT-2311187,0,murcko_scaffold,O=S(=O)(NCCc1cccc2ccccc12)c1cccs1,O=S(=O)(NCCc1cccc2ccccc12)c1cccs1
OCNT-0493767,LAQWXSZWFLYJOE,CYP3A4_R10_OCNT-2313429,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2313293,VYRTUGVAQZIPMP,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2313609,CQPLNKWKAKVWTP,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2318059,LGBXJZIKTPOPEY,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395317,XPWTVFAVHOTZIJ,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395328,WVOZCIQIUNFGBG,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395439,TYZSFHHKSSQPJU,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395467,NOPXPKAQTBKIIK,CYP3A4_R10_OCNT-2313429,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395476,BMUNXZSNIATDEL,CYP3A4_R10_OCNT-2313429,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395550,FPVJEBYTZBVJCI,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395627,NJTUJJIKAYUDGD,CYP1A2_R13_OCNT-2311797,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395645,YSUDFDDJOBYGGO,CYP3A4_R10_OCNT-2313429,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395686,CSAVRAYPCFIKJD,CYP2C9_R09_OCNT-2313901,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395799,MXVNZLMSWKIWPW,CYP1A2_R13_OCNT-2311797,0,murcko_scaffold,O=S(=O)(Nc1ccccc1)c1ccccc1,O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2395602,INPVMHGBOBZEPM,CYP3A4_R04_OCNT-2395590,0,murcko_scaffold,O=S(=O)(Nc1ccccc1C1CCC1)c1sccc1C1CC1,O=S(=O)(Nc1ccccc1C1CCC1)c1sccc1C1CC1
OCNT-2395396,MDZJZRZSDPJNQV,CYP3A4_R21_OCNT-2395511,0,murcko_scaffold,O=S(=O)(Nc1cn[nH]c1)c1cnn(C2CCC2)c1,O=S(=O)(Nc1cn[nH]c1)c1cnn(C2CCC2)c1
OCNT-2310323,MBYHTKURRZPUOJ,CYP2C9_R21_OCNT-2317914,0,murcko_scaffold,c1cc(N2CCCCC2)ccn1,c1cc(N2CCCCC2)ccn1
OCNT-2309093,ZPUJZAHPZRJNIC,CYP1A2_R12_OCNT-2318111,0,murcko_scaffold,c1ccc(-c2cn(Cc3coc(C4CC4)n3)nn2)cc1,c1ccc(-c2cn(Cc3coc(C4CC4)n3)nn2)cc1
OCNT-2316474,RAQMKDXAEMZEKK,CYP1A2_R12_OCNT-2318111,0,murcko_scaffold,c1ccc(-c2cn(Cc3noc4c3CCCC4)nn2)cc1,c1ccc(-c2cn(Cc3noc4c3CCCC4)nn2)cc1
OCNT-2308818,FZCCZRTVIJFQKN,CYP1A2_R18_OCNT-2315212,0,murcko_scaffold,c1ccc(-c2nc(N3CCC(Oc4cnccn4)CC3)c3ccccc3n2)nc1,c1ccc(-c2nc(N3CCC(Oc4cnccn4)CC3)c3ccccc3n2)nc1
OCNT-0479195,SJSOYOMGDAHJAW,CYP1A2_R25_OCNT-0478585,0,murcko_scaffold,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1
OCNT-0479283,DSIJVDPSQMKYRZ,CYP1A2_R25_OCNT-0478585,0,murcko_scaffold,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1
OCNT-0479588,AQOUKOIMAVOMON,CYP1A2_R25_OCNT-0478585,0,murcko_scaffold,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1
OCNT-2395668,XZLVZTVUBFBHAB,CYP3A4_R23_OCNT-2395731,0,murcko_scaffold,c1ccc2c(c1)nc(SCc1ncno1)n1ncnc21,c1ccc2c(c1)nc(SCc1ncno1)n1ncnc21
OCNT-0497562,VLWMQPYZWJBDPL,CYP1A2_R18_OCNT-2315212,0,murcko_scaffold,c1cncc(CNc2nc(-c3cccnc3)nc3ccccc23)c1,c1cncc(CNc2nc(-c3cccnc3)nc3ccccc23)c1
OCNT-2328864,ZEUITGRIYCTCEM,CYP1A2_R20_OCNT-0018684,0,murcko_scaffold,c1csc(COc2cccc3ccccc23)c1,c1csc(COc2cccc3ccccc23)c1
OCNT-2395388,CFQJCJLLMWDACS,CYP2C9_R17_OCNT-2309935,0,murcko_scaffold,c1nnc(SCc2cc3n(n2)CCCC3)[nH]1,c1nnc(SCc2cc3n(n2)CCCC3)[nH]1
OCNT-2395647,LIWVRHHQTXPNEF,CYP3A4_R22_OCNT-2311117,1,murcko_scaffold,C1CNCC(CC2CC2)C1,C1CNCC(CC2CC2)C1
OCNT-2312348,POQXUFMEUYGOGU,CYP2C9_R20_OCNT-2312486,1,murcko_scaffold,O=C(C1Cc2ccccc21)N1CCN(c2ncnc3ccsc23)CC1,O=C(C1Cc2ccccc21)N1CCN(c2ncnc3ccsc23)CC1
OCNT-2317626,DLBAMDGUUSBSOH,CYP3A4_R14_OCNT-2309351,1,murcko_scaffold,O=C(CC1(N2CCOCC2)CCCC1)NCc1ccc2c(c1)OCCO2,O=C(CC1(N2CCOCC2)CCCC1)NCc1ccc2c(c1)OCCO2
OCNT-2312441,AFKZBAIFJMEXMU,CYP3A4_R12_OCNT-2311697,1,murcko_scaffold,O=C(CC1CCC1)N1CCCCC1Cc1ccccc1,O=C(CC1CCC1)N1CCCCC1Cc1ccccc1
OCNT-0497557,SCFJMQSXUCFKPS,CYP3A4_R12_OCNT-2311697,1,murcko_scaffold,O=C(CC1CCCCC1)Nc1ccccc1,O=C(CC1CCCCC1)Nc1ccccc1
OCNT-2313058,YGQRUXKHKRRRPX,CYP2C9_R03_OCNT-2313300,1,murcko_scaffold,O=C(CCC1CCNCC1)Nc1ccc(-n2ccnc2)cc1,O=C(CCC1CCNCC1)Nc1ccc(-n2ccnc2)cc1
OCNT-2309325,SENUHVDQDVFBIN,CYP2C9_R14_OCNT-2310760,1,murcko_scaffold,O=C(CCc1ccccc1)N1CCOCC1,O=C(CCc1ccccc1)N1CCOCC1
OCNT-2308842,FQCKBCZETREUQU,CYP3A4_R07_OCNT-2395424,1,murcko_scaffold,O=C(CCc1cccnc1)N1CCN(c2ccccc2)CC1,O=C(CCc1cccnc1)N1CCN(c2ccccc2)CC1
OCNT-2309415,SZIZNFZWYZMKGP,CYP3A4_R07_OCNT-2395424,1,murcko_scaffold,O=C(CCc1cccnc1)N1CCOc2[nH]ncc21,O=C(CCc1cccnc1)N1CCOc2[nH]ncc21
OCNT-2311624,FHLMPSUVVSVTAJ,CYP2C9_R07_OCNT-2314387,1,murcko_scaffold,O=C(CCc1cn[nH]c1)N1CCC(Cc2ccccc2)CC1,O=C(CCc1cn[nH]c1)N1CCC(Cc2ccccc2)CC1
OCNT-2314691,NXBAEKZVCZWXNN,CYP3A4_R12_OCNT-2311697,1,murcko_scaffold,O=C(CCc1nc(-c2ccncc2)no1)N1CCCCC1Cc1ccccc1,O=C(CCc1nc(-c2ccncc2)no1)N1CCCCC1Cc1ccccc1
OCNT-2310041,OQNCBOFIXGDOFI,CYP2C9_R05_OCNT-2317181,1,murcko_scaffold,O=C(CN1CCN(c2nc3ccccc3s2)CC1)Nc1ccccc1,O=C(CN1CCN(c2nc3ccccc3s2)CC1)Nc1ccccc1
OCNT-2310437,RFHWZVNSOBPKEO,CYP3A4_R01_OCNT-2310988,1,murcko_scaffold,O=C(CN1CCOCC1=O)NCc1ccc(-n2ccnc2)cc1,O=C(CN1CCOCC1=O)NCc1ccc(-n2ccnc2)cc1
OCNT-0463468,FTPZVVJAVJVLIF,CYP2C9_R01_OCNT-2315972,1,murcko_scaffold,O=C(COc1ccccc1)N1CCCC(c2nc(-c3ccccc3)no2)C1,O=C(COc1ccccc1)N1CCCC(c2nc(-c3ccccc3)no2)C1
OCNT-2311154,UVBQSVCDGQALMQ,CYP2C9_R11_OCNT-2309809,1,murcko_scaffold,O=C(Cc1c[nH]c2ncccc12)N1CCC(c2c[nH]c3ccccc23)CC1,O=C(Cc1c[nH]c2ncccc12)N1CCC(c2c[nH]c3ccccc23)CC1
OCNT-2310875,LVMMPXSCGLEWBU,CYP2C9_R04_OCNT-2316040,1,murcko_scaffold,O=C(Cc1ccc(-n2ccnc2)cc1)N[C@H]1CCC(Cn2ccnc2)C1,O=C(Cc1ccc(-n2ccnc2)cc1)N[C@H]1CCC(Cn2ccnc2)C1
OCNT-2314079,WVSLEKSANMYUQT,CYP1A2_R07_OCNT-2313198,1,murcko_scaffold,O=C(Cn1ccc2ccccc21)NCC1CCC2(CCOCC2)O1,O=C(Cn1ccc2ccccc21)NCC1CCC2(CCOCC2)O1
OCNT-2315179,YGEJAGMUFFRADY,CYP3A4_R14_OCNT-2309351,1,murcko_scaffold,O=C(Cn1ccnn1)NCC1(N2CCOCC2)CCCCC1,O=C(Cn1ccnn1)NCC1(N2CCOCC2)CCCCC1
OCNT-2395525,KTSRUCFVJJDULY,CYP3A4_R13_OCNT-2395372,1,murcko_scaffold,O=C(NC1CC1)[C@H]1Cc2ccccc2CN1Cc1cccs1,O=C(NC1CC1)[C@H]1Cc2ccccc2CN1Cc1cccs1
OCNT-2395675,RUTPHZIFPKYSDE,CYP3A4_R22_OCNT-2311117,1,murcko_scaffold,O=C(NC1CC12CCNCC2)C1CCCC1,O=C(NC1CC12CCNCC2)C1CCCC1
OCNT-2315472,UOYBHIONASJOKF,CYP3A4_R18_OCNT-2395704,1,murcko_scaffold,O=C(NC1CC=CCC1)c1ccc(S(=O)(=O)NC2CC2)cc1,O=C(NC1CC=CCC1)c1ccc(S(=O)(=O)NC2CC2)cc1
OCNT-2316003,MVEPKMUQYNJZEZ,CYP2C9_R20_OCNT-2312486,1,murcko_scaffold,O=C(NC1CCCN(Cc2nnc3n2CCCC3)C1)c1ccc2ccccc2c1,O=C(NC1CCCN(Cc2nnc3n2CCCC3)C1)c1ccc2ccccc2c1
OCNT-2313630,RRJAHDBFCJZDHY,CYP2C9_R20_OCNT-2312486,1,murcko_scaffold,O=C(NC1CCCN(c2ccccc2)C1)c1ccnn1C1CCC1,O=C(NC1CCCN(c2ccccc2)C1)c1ccnn1C1CCC1
OCNT-2309933,NQKQACGDDZDFGL,CYP2C9_R13_OCNT-2315368,1,murcko_scaffold,O=C(NC1CCCc2c1cnn2Cc1ccccc1)c1cnccn1,O=C(NC1CCCc2c1cnn2Cc1ccccc1)c1cnccn1
OCNT-2316252,PQYPFFASSMZDMA,CYP2C9_R13_OCNT-2315368,1,murcko_scaffold,O=C(NC1CCCc2sccc21)N1CCCCC1,O=C(NC1CCCc2sccc21)N1CCCCC1
OCNT-2314946,QHHTXVIQZKULHO,CYP2C9_R14_OCNT-2310760,1,murcko_scaffold,O=C(NC1CCN(C(=O)c2nncs2)CC1)c1ccccc1,O=C(NC1CCN(C(=O)c2nncs2)CC1)c1ccccc1
OCNT-2310565,SBEVTKDZMAJRNX,CYP1A2_R22_OCNT-2310153,1,murcko_scaffold,O=C(NC1CCN(c2ccccc2)C1)c1cnn(Cc2ccccc2)c1,O=C(NC1CCN(c2ccccc2)C1)c1cnn(Cc2ccccc2)c1
OCNT-2309806,TXWRWZKMDWLPJI,CYP2C9_R20_OCNT-2312486,1,murcko_scaffold,O=C(NC1CCOc2ccccc21)c1ccc2c(c1)CC(c1ccccc1)OC2=O,O=C(NC1CCOc2ccccc21)c1ccc2c(c1)CC(c1ccccc1)OC2=O
OCNT-2308810,JGLRPGXNNHQDGO,CYP2C9_R18_OCNT-2315528,1,murcko_scaffold,O=C(NCC1CCN(c2ccccc2)C1)c1c[nH]c2ncccc12,O=C(NCC1CCN(c2ccccc2)C1)c1c[nH]c2ncccc12
OCNT-2317512,RBHWHOHULGCWMO,CYP1A2_R19_OCNT-2308635,1,murcko_scaffold,O=C(NCCCc1ccccc1)N1CCCC1,O=C(NCCCc1ccccc1)N1CCCC1
OCNT-2315554,MCUGARSNQNMCRT,CYP2C9_R13_OCNT-2315368,1,murcko_scaffold,O=C(NCCCc1nc2ccccc2[nH]1)N1CCCC(n2ccnc2)C1,O=C(NCCCc1nc2ccccc2[nH]1)N1CCCC(n2ccnc2)C1
OCNT-2311681,HLXPTOWPJDRPRH,CYP1A2_R24_OCNT-2311592,1,murcko_scaffold,O=C(NCCNC(=O)c1c[nH]nc1-c1ccccc1)c1ccccc1,O=C(NCCNC(=O)c1c[nH]nc1-c1ccccc1)c1ccccc1
OCNT-2395544,GQYUWLZNMAPXLB,CYP3A4_R09_OCNT-2395674,1,murcko_scaffold,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(C2CCCCC2)n1,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(C2CCCCC2)n1
OCNT-2395652,ZHIAIEHGKQCKIB,CYP1A2_R08_OCNT-2314402,1,murcko_scaffold,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(Cc2ccccc2)n1,O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(Cc2ccccc2)n1
OCNT-2308684,DHQWOWWYSIXUOX,CYP2C9_R10_OCNT-2311787,1,murcko_scaffold,O=C(NCCc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12,O=C(NCCc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12
OCNT-2395408,AFHWFGZHRNYYSU,CYP3A4_R08_OCNT-2312145,1,murcko_scaffold,O=C(NCCc1cccnc1)Nc1nccs1,O=C(NCCc1cccnc1)Nc1nccs1
OCNT-2312594,UZNUUAMSRUJWQX,CYP3A4_R16_OCNT-2310606,1,murcko_scaffold,O=C(NCCc1cnn(-c2ccccc2)n1)C1(c2ccccc2)CC1,O=C(NCCc1cnn(-c2ccccc2)n1)C1(c2ccccc2)CC1
OCNT-2315826,YWHGLLLODCPXHJ,CYP1A2_R03_OCNT-2310368,1,murcko_scaffold,O=C(NCCc1nc(-c2ccccc2)n[nH]1)c1ccccn1,O=C(NCCc1nc(-c2ccccc2)n[nH]1)c1ccccn1
OCNT-2313996,XMUSWZXWTNNACE,CYP1A2_R06_OCNT-2312418,1,murcko_scaffold,O=C(NCc1cc(-c2ccccc2)[nH]n1)c1cc(C2CC2)[nH]n1,O=C(NCc1cc(-c2ccccc2)[nH]n1)c1cc(C2CC2)[nH]n1
OCNT-2312833,MDLWJGRDRCYXTI,CYP1A2_R15_OCNT-2314977,1,murcko_scaffold,O=C(NCc1cc(-c2ccccc2)no1)[C@H]1OC[C@H]2CCC[C@H]21,O=C(NCc1cc(-c2ccccc2)no1)[C@H]1OC[C@H]2CCC[C@H]21
OCNT-2395456,SUWDPUGCBJMRIM,CYP2C9_R17_OCNT-2309935,1,murcko_scaffold,O=C(NCc1cc2n(n1)CCCC2)NC1CCC1,O=C(NCc1cc2n(n1)CCCC2)NC1CCC1
OCNT-2310240,LIVYGBIZZCPGDX,CYP1A2_R16_OCNT-2312610,1,murcko_scaffold,O=C(NCc1ccc(-c2ccncc2)cc1)NCc1ccc(-n2cccn2)cc1,O=C(NCc1ccc(-c2ccncc2)cc1)NCc1ccc(-n2cccn2)cc1
OCNT-2317345,XBWYDJLBZXBPSD,CYP3A4_R01_OCNT-2310988,1,murcko_scaffold,O=C(NCc1ccc(-n2ccnc2)cc1)Nc1cc[nH]n1,O=C(NCc1ccc(-n2ccnc2)cc1)Nc1cc[nH]n1
OCNT-2311336,LQKJYHIZCLRVAA,CYP2C9_R06_OCNT-2310890,1,murcko_scaffold,O=C(NCc1ccc(-n2ccnc2)nc1)C1CCCN1c1nccs1,O=C(NCc1ccc(-n2ccnc2)nc1)C1CCCN1c1nccs1
OCNT-2315245,LUUKVWARABOWOK,CYP2C9_R06_OCNT-2310890,1,murcko_scaffold,O=C(NCc1ccc(-n2ccnc2)nc1)c1n[nH]c(=O)c2ccccc12,O=C(NCc1ccc(-n2ccnc2)nc1)c1n[nH]c(=O)c2ccccc12
OCNT-2310997,SIPWPCZRIOWTLN,CYP1A2_R23_OCNT-2317285,1,murcko_scaffold,O=C(NCc1ccc(N2CCNCC2)nc1)N1CCC(Cc2ccccc2)C1,O=C(NCc1ccc(N2CCNCC2)nc1)N1CCC(Cc2ccccc2)C1
OCNT-2315093,NNYMFTQOHMHWPE,CYP1A2_R10_OCNT-2308998,1,murcko_scaffold,O=C(NCc1cccc(=O)[nH]1)c1cncc(-c2ccccc2)c1,O=C(NCc1cccc(=O)[nH]1)c1cncc(-c2ccccc2)c1
OCNT-2317818,CPILBGUKHQTHAL,CYP3A4_R11_OCNT-2309844,1,murcko_scaffold,O=C(NCc1ccccc1)N1CCC(n2ccnc2)CC1,O=C(NCc1ccccc1)N1CCC(n2ccnc2)CC1
OCNT-0482390,DHEWIZFKFPHWGB,CYP1A2_R19_OCNT-2308635,1,murcko_scaffold,O=C(NCc1ccccc1)c1ccc2nc(Cc3ccccc3)oc2c1,O=C(NCc1ccccc1)c1ccc2nc(Cc3ccccc3)oc2c1
OCNT-0482548,LCEKFJZASJXZAV,CYP1A2_R24_OCNT-2311592,1,murcko_scaffold,O=C(NCc1ccccc1)c1ccc2nc(Cc3ccccc3)oc2c1,O=C(NCc1ccccc1)c1ccc2nc(Cc3ccccc3)oc2c1
OCNT-2311121,YINKADFCKUPJHC,CYP1A2_R09_OCNT-2315130,1,murcko_scaffold,O=C(NCc1ccccc1)c1cccc(-c2ccncc2)n1,O=C(NCc1ccccc1)c1cccc(-c2ccncc2)n1
OCNT-2309664,NCBDIAFDYAWTPW,CYP3A4_R16_OCNT-2310606,1,murcko_scaffold,O=C(NCc1ccn(-c2ccccc2)n1)c1cc2ccccc2[nH]1,O=C(NCc1ccn(-c2ccccc2)n1)c1cc2ccccc2[nH]1
OCNT-2315535,OFISZVIUONZGOX,CYP3A4_R02_OCNT-2312554,1,murcko_scaffold,O=C(NCc1ccnc(-n2ccnc2)c1)NCC1CCOCC1,O=C(NCc1ccnc(-n2ccnc2)c1)NCC1CCOCC1
OCNT-2310061,QVXOTODHQDGDHT,CYP3A4_R02_OCNT-2312554,1,murcko_scaffold,O=C(NCc1ccnc(-n2cncn2)c1)N[C@@H]1CCCc2ccccc21,O=C(NCc1ccnc(-n2cncn2)c1)N[C@@H]1CCCc2ccccc21
OCNT-2395383,KNKFHOOEOAGPDF,CYP3A4_R18_OCNT-2395704,1,murcko_scaffold,O=C(NCc1ccncc1)c1ccc(S(=O)(=O)NC2CC2)cc1,O=C(NCc1ccncc1)c1ccc(S(=O)(=O)NC2CC2)cc1
OCNT-2309931,KKGXMRNXJMSNQL,CYP2C9_R10_OCNT-2311787,1,murcko_scaffold,O=C(NCc1cn(-c2ccccc2)nc1-c1ccncc1)Nc1c[nH]nc1-c1ccncc1,O=C(NCc1cn(-c2ccccc2)nc1-c1ccncc1)Nc1c[nH]nc1-c1ccncc1
OCNT-2314833,ZTGPOQMDDOIOQA,CYP2C9_R18_OCNT-2315528,1,murcko_scaffold,O=C(NCc1cnccn1)NCC1CCN(c2ccccc2)C1,O=C(NCc1cnccn1)NCC1CCN(c2ccccc2)C1
OCNT-2313177,FRXIOYNYLCVQGU,CYP1A2_R10_OCNT-2308998,1,murcko_scaffold,O=C(NCc1cscn1)c1cncc(-c2ccccc2)c1,O=C(NCc1cscn1)c1cncc(-c2ccccc2)c1
OCNT-2317895,CWBRZGJTIAQEGN,CYP3A4_R14_OCNT-2309351,1,murcko_scaffold,O=C(NCc1ncc[nH]1)NCC1(N2CCOCC2)CCCCC1,O=C(NCc1ncc[nH]1)NCC1(N2CCOCC2)CCCCC1
OCNT-2313726,JCBXMWZFTVXMIJ,CYP2C9_R25_OCNT-2313981,1,murcko_scaffold,O=C(N[C@@H]1CCc2ccccc21)c1ccccn1,O=C(N[C@@H]1CCc2ccccc21)c1ccccn1
OCNT-2311962,SIFZUHAWIFVZQI,CYP2C9_R04_OCNT-2316040,1,murcko_scaffold,O=C(N[C@H]1CCC(Cn2ccnc2)C1)C1CC2(CCC2)C1,O=C(N[C@H]1CCC(Cn2ccnc2)C1)C1CC2(CCC2)C1
OCNT-2311731,VWXNHHNSTRKTRD,CYP2C9_R04_OCNT-2316040,1,murcko_scaffold,O=C(N[C@H]1CCC(Cn2ccnc2)C1)c1ccc(C2=CCCC2)cc1,O=C(N[C@H]1CCC(Cn2ccnc2)C1)c1ccc(C2=CCCC2)cc1
OCNT-2309376,GBUSLTPPAQKFHD,CYP1A2_R04_OCNT-2313567,1,murcko_scaffold,O=C(Nc1c[nH]nc1-c1ccccc1)c1cccc(-c2ncn[nH]2)c1,O=C(Nc1c[nH]nc1-c1ccccc1)c1cccc(-c2ncn[nH]2)c1
OCNT-2308896,IWYYRRQCEGSTII,CYP1A2_R04_OCNT-2313567,1,murcko_scaffold,O=C(Nc1c[nH]nc1-c1ccccn1)c1cccnc1,O=C(Nc1c[nH]nc1-c1ccccn1)c1cccnc1
OCNT-2316738,ARBBCNULKSAECM,CYP1A2_R08_OCNT-2314402,1,murcko_scaffold,O=C(Nc1cc(C2CC2)[nH]n1)Nc1cccc2ccccc12,O=C(Nc1cc(C2CC2)[nH]n1)Nc1cccc2ccccc12
OCNT-2395401,YICSFNCAIRPWQX,CYP2C9_R23_OCNT-2312797,1,murcko_scaffold,O=C(Nc1cc2n(n1)CCCC2)c1ccco1,O=C(Nc1cc2n(n1)CCCC2)c1ccco1
OCNT-2310716,BZLXGFYLRNUUNG,CYP2C9_R23_OCNT-2312797,1,murcko_scaffold,O=C(Nc1cc2n(n1)CCCC2)c1cnn2cccnc12,O=C(Nc1cc2n(n1)CCCC2)c1cnn2cccnc12
OCNT-2318000,BLHWMBAQHCSKAB,CYP3A4_R05_OCNT-2314300,1,murcko_scaffold,O=C(Nc1cc[nH]n1)c1ccccc1,O=C(Nc1cc[nH]n1)c1ccccc1
OCNT-2311676,XTHYOHCNADPCDX,CYP1A2_R02_OCNT-2317954,1,murcko_scaffold,O=C(Nc1ccc(Cn2ccnc2)cc1)c1ccnc2[nH]ccc12,O=C(Nc1ccc(Cn2ccnc2)cc1)c1ccnc2[nH]ccc12
OCNT-2315148,RYUHAUCQHUWDOU,CYP1A2_R08_OCNT-2314402,1,murcko_scaffold,O=C(Nc1cccc(-c2cccnc2)c1)C1CC1,O=C(Nc1cccc(-c2cccnc2)c1)C1CC1
OCNT-2315700,GKQIHKQBYDZVAO,CYP1A2_R05_OCNT-2310298,1,murcko_scaffold,O=C(Nc1cccc(-c2ncon2)c1)c1ccccc1,O=C(Nc1cccc(-c2ncon2)c1)c1ccccc1
OCNT-2317208,DSLZMQBZYLSBTB,CYP3A4_R12_OCNT-2311697,1,murcko_scaffold,O=C(Nc1ccccc1)C1CCCN1C(=O)CCc1ccco1,O=C(Nc1ccccc1)C1CCCN1C(=O)CCc1ccco1
