Molecule_Name,connectivity_key,family_id,outer_fold,analog_unit_rank,tanimoto_to_anchor,unit_min_tanimoto_to_anchor,anchor_Molecule_Name,anchor_connectivity_key,anchor_isoform,anchor_rank,anchor_candidate_rank,anchor_direct_pIC50
OCNT-2395384,DEFBGBDDASRAKK,CYP3A4_R19_OCNT-2311187,0,3,0.6862745098039216,0.6862745098039216,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395311,JJJSJEMEGGMYHA,CYP3A4_R19_OCNT-2311187,0,4,0.6274509803921569,0.6274509803921569,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395485,PKNCAOVUKGGXJT,CYP3A4_R19_OCNT-2311187,0,5,0.6122448979591837,0.6122448979591837,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395728,QNWUVTGQJNNIGN,CYP3A4_R19_OCNT-2311187,0,6,0.6122448979591837,0.6122448979591837,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395548,WOULMLSTCVMSPN,CYP3A4_R19_OCNT-2311187,0,7,0.6,0.6,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395722,MYNFOXRYOYFFSJ,CYP3A4_R19_OCNT-2311187,0,8,0.6,0.6,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395724,CGZZWDBHJRTXFY,CYP3A4_R19_OCNT-2311187,0,9,0.6,0.6,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2395307,FISDQJFPYPYHLF,CYP3A4_R19_OCNT-2311187,0,10,0.5882352941176471,0.5882352941176471,OCNT-2311187,FQQWSTJGVMFWSP,CYP3A4,19,79,5.8484545
OCNT-2311474,KVGFXFUOPKKBHC,CYP3A4_R24_OCNT-2311092,0,1,0.4838709677419355,0.4838709677419355,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2310979,ZNZJGCOJFHWZII,CYP3A4_R24_OCNT-2311092,0,2,0.38028169014084506,0.38028169014084506,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2310258,KKUAFDGZQZBAAV,CYP3A4_R24_OCNT-2311092,0,3,0.375,0.375,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2310252,HTHQNIFHKWWWJY,CYP3A4_R24_OCNT-2311092,0,4,0.37333333333333335,0.37333333333333335,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2314143,LWTRMLLALRRQTO,CYP3A4_R24_OCNT-2311092,0,5,0.37142857142857144,0.37142857142857144,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2312495,URZCPZIXXWCLIY,CYP3A4_R24_OCNT-2311092,0,6,0.3698630136986301,0.3698630136986301,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2313251,STKPDYXEWHQTCA,CYP3A4_R24_OCNT-2311092,0,7,0.352112676056338,0.352112676056338,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2308656,SFFQJAZXVFNTET,CYP3A4_R24_OCNT-2311092,0,8,0.34210526315789475,0.34210526315789475,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2317028,IROJCVZEMVZADB,CYP3A4_R24_OCNT-2311092,0,9,0.3382352941176471,0.3382352941176471,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-0493664,BRZANEXCSZCZCI,CYP3A4_R24_OCNT-2311092,0,10,0.3333333333333333,0.3333333333333333,OCNT-2311092,UFNHVBKKZASTOU,CYP3A4,24,107,5.711437672
OCNT-2316781,IUWJSOWCLUIAFA,CYP1A2_R02_OCNT-2317954,1,1,0.5441176470588235,0.5441176470588235,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2309836,XLZQKDNFGFOCIC,CYP1A2_R02_OCNT-2317954,1,2,0.5,0.5,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2309866,CPCWNLRNPXRRHG,CYP1A2_R02_OCNT-2317954,1,3,0.4861111111111111,0.4861111111111111,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2311669,GQZZKRNBYZPRCE,CYP1A2_R02_OCNT-2317954,1,4,0.43243243243243246,0.43243243243243246,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2316072,XFNVKANPQXPLNM,CYP1A2_R02_OCNT-2317954,1,5,0.43243243243243246,0.43243243243243246,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2308854,SXDCQGPXENGXSP,CYP1A2_R02_OCNT-2317954,1,6,0.4166666666666667,0.4166666666666667,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2310913,NADVEOZBBSLZOC,CYP1A2_R02_OCNT-2317954,1,7,0.4142857142857143,0.4142857142857143,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2314324,XPHNDQLBIHZZOS,CYP1A2_R02_OCNT-2317954,1,8,0.39473684210526316,0.39473684210526316,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2309846,FGUQAYRHKXYOTM,CYP1A2_R02_OCNT-2317954,1,9,0.38028169014084506,0.38028169014084506,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2311676,XTHYOHCNADPCDX,CYP1A2_R02_OCNT-2317954,1,10,0.3611111111111111,0.3611111111111111,OCNT-2317954,AECHNCUKRVJPMR,CYP1A2,2,12,7.359232032
OCNT-2313708,NDFPYBQHVQZPMN,CYP1A2_R07_OCNT-2313198,1,1,0.44285714285714284,0.44285714285714284,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2314079,WVSLEKSANMYUQT,CYP1A2_R07_OCNT-2313198,1,2,0.4305555555555556,0.4305555555555556,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2310036,YUSOQWDLAGAIHW,CYP1A2_R07_OCNT-2313198,1,3,0.4126984126984127,0.4126984126984127,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2315194,MKZQCDVLIOJVRH,CYP1A2_R07_OCNT-2313198,1,4,0.375,0.375,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2309905,LVJWCKKQYYBYRC,CYP1A2_R07_OCNT-2313198,1,5,0.3614457831325301,0.3614457831325301,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2315844,WNJZMKTVARMZJN,CYP1A2_R07_OCNT-2313198,1,6,0.352112676056338,0.352112676056338,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2313432,RPEOWZNKUYHPIC,CYP1A2_R07_OCNT-2313198,1,7,0.33783783783783783,0.33783783783783783,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2310685,SRJUQDSPYDJJMF,CYP1A2_R07_OCNT-2313198,1,8,0.33766233766233766,0.33766233766233766,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2313808,MKQBWARPRLEMRM,CYP1A2_R07_OCNT-2313198,1,9,0.3333333333333333,0.3333333333333333,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2317650,VCLINRZEUQBSMV,CYP1A2_R07_OCNT-2313198,1,10,0.3333333333333333,0.3333333333333333,OCNT-2313198,JOBIHDLHMORTRY,CYP1A2,7,45,6.576043718
OCNT-2395707,XERTZFVAIHWZLQ,CYP1A2_R12_OCNT-2318111,1,1,0.6071428571428571,0.6071428571428571,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2395470,DYQMZWJGNHQRSM,CYP1A2_R12_OCNT-2318111,1,2,0.5333333333333333,0.5333333333333333,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2309093,ZPUJZAHPZRJNIC,CYP1A2_R12_OCNT-2318111,1,3,0.5245901639344263,0.5245901639344263,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2395567,MHUOOTATOROKJY,CYP1A2_R12_OCNT-2318111,1,4,0.5087719298245614,0.5087719298245614,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2312122,GLZRKOCNRVFUPI,CYP1A2_R12_OCNT-2318111,1,5,0.5081967213114754,0.5081967213114754,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2316474,RAQMKDXAEMZEKK,CYP1A2_R12_OCNT-2318111,1,6,0.5076923076923077,0.5076923076923077,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2395390,UXTJYBXFNHLFDQ,CYP1A2_R12_OCNT-2318111,1,7,0.5,0.5,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2308470,RQGVCACJTCSQTN,CYP1A2_R12_OCNT-2318111,1,8,0.4918032786885246,0.4918032786885246,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2395488,LNYDBAPUCWZEDQ,CYP1A2_R12_OCNT-2318111,1,9,0.4838709677419355,0.4838709677419355,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2395474,HRIJOSOSAQLPFO,CYP1A2_R12_OCNT-2318111,1,10,0.47619047619047616,0.47619047619047616,OCNT-2318111,KTRFMBNZWVWXQT,CYP1A2,12,95,6.20336773
OCNT-2310034,PMPRQQLVVNFCDL,CYP1A2_R17_OCNT-2316906,1,1,0.4307692307692308,0.4307692307692308,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2316726,IAPQKELLCZVBPB,CYP1A2_R17_OCNT-2316906,1,2,0.421875,0.421875,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2315395,YBPKRBILFQUIEO,CYP1A2_R17_OCNT-2316906,1,3,0.359375,0.359375,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2317279,RFMYSKWZLOVNEH,CYP1A2_R17_OCNT-2316906,1,4,0.35294117647058826,0.35294117647058826,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2314248,XPIXQQFKIMODLQ,CYP1A2_R17_OCNT-2316906,1,5,0.3484848484848485,0.3484848484848485,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2309813,RVBHNRAKASJYTB,CYP1A2_R17_OCNT-2316906,1,6,0.3472222222222222,0.3472222222222222,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2309042,MLWJNKOKQZCQFM,CYP1A2_R17_OCNT-2316906,1,7,0.34375,0.34375,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2314809,KPCBJDYSXNGNDR,CYP1A2_R17_OCNT-2316906,1,8,0.34285714285714286,0.34285714285714286,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2309599,PZBMCIRQTJSXEM,CYP1A2_R17_OCNT-2316906,1,9,0.33766233766233766,0.33766233766233766,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2312545,MLGXXJFHUPBCHN,CYP1A2_R17_OCNT-2316906,1,10,0.3333333333333333,0.3333333333333333,OCNT-2316906,QHJYYLQCJBIXOQ,CYP1A2,17,203,5.822867073
OCNT-2313325,NRTZNFXSWOSRAR,CYP1A2_R22_OCNT-2310153,1,1,0.582089552238806,0.582089552238806,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2312868,BBIFCTYZNHAYIA,CYP1A2_R22_OCNT-2310153,1,2,0.4375,0.4375,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2318036,YSXZJLYRWWXLBJ,CYP1A2_R22_OCNT-2310153,1,3,0.43478260869565216,0.43478260869565216,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2310565,SBEVTKDZMAJRNX,CYP1A2_R22_OCNT-2310153,1,4,0.3888888888888889,0.3888888888888889,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2312558,JMUPJYABPJKPMN,CYP1A2_R22_OCNT-2310153,1,5,0.375,0.375,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2312755,RGOYPSLBXQDYGL,CYP1A2_R22_OCNT-2310153,1,6,0.3684210526315789,0.3684210526315789,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2317904,NPSLYMJMIFKNNV,CYP1A2_R22_OCNT-2310153,1,7,0.3670886075949367,0.3670886075949367,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2316711,FJPMDIBRGPUWFV,CYP1A2_R22_OCNT-2310153,1,8,0.35135135135135137,0.35135135135135137,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2317207,SBRNEVNAKYTEQV,CYP1A2_R22_OCNT-2310153,1,9,0.35135135135135137,0.35135135135135137,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-2312961,DUADTXCVWFPPIL,CYP1A2_R22_OCNT-2310153,1,10,0.35,0.35,OCNT-2310153,NXEKYIWIFDTJEQ,CYP1A2,22,249,5.743245413
OCNT-0463322,BQTWJGKSFZWXJM,CYP2C9_R01_OCNT-2315972,1,1,0.5466666666666666,0.5466666666666666,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-2316452,URAQAPFFYYJDFQ,CYP2C9_R01_OCNT-2315972,1,2,0.5064935064935064,0.5064935064935064,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-2309492,YRYCNCAAIQZHCQ,CYP2C9_R01_OCNT-2315972,1,3,0.43529411764705883,0.43529411764705883,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-0463468,FTPZVVJAVJVLIF,CYP2C9_R01_OCNT-2315972,1,4,0.4268292682926829,0.4268292682926829,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-2313522,NXAQFXFUPZLHKK,CYP2C9_R01_OCNT-2315972,1,5,0.410958904109589,0.410958904109589,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-0463268,WZZUMLRHKWRRHR,CYP2C9_R01_OCNT-2315972,1,6,0.4050632911392405,0.4050632911392405,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-2395680,SVHXLBHHDFWNFL,CYP2C9_R01_OCNT-2315972,1,7,0.39705882352941174,0.39705882352941174,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-0458027,QSCBHJKAJWLVPB,CYP2C9_R01_OCNT-2315972,1,8,0.3902439024390244,0.3902439024390244,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-2395773,GAJKRXTTWPIVGD,CYP2C9_R01_OCNT-2315972,1,9,0.3902439024390244,0.3902439024390244,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-0463200,WIJOIUIIKSCRAN,CYP2C9_R01_OCNT-2315972,1,10,0.38961038961038963,0.38961038961038963,OCNT-2315972,RSCLWXNTTOQEDX,CYP2C9,1,2,7.384353628
OCNT-2310605,XTNMZHDMZGRSBV,CYP2C9_R06_OCNT-2310890,1,1,0.5441176470588235,0.5441176470588235,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2312890,QIHKGMKUENLTSR,CYP2C9_R06_OCNT-2310890,1,2,0.515625,0.515625,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2310447,XVCFYPXRSADGLR,CYP2C9_R06_OCNT-2310890,1,3,0.4925373134328358,0.4925373134328358,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2310378,BJEJLVYFCONOIU,CYP2C9_R06_OCNT-2310890,1,4,0.47297297297297297,0.47297297297297297,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2315245,LUUKVWARABOWOK,CYP2C9_R06_OCNT-2310890,1,5,0.4714285714285714,0.4714285714285714,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2309139,XEASEVMEKOGXHQ,CYP2C9_R06_OCNT-2310890,1,6,0.4647887323943662,0.4647887323943662,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2317724,HIHOVKJKGDLVNZ,CYP2C9_R06_OCNT-2310890,1,7,0.4647887323943662,0.4647887323943662,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2308641,PTLQVNHZLMHXGQ,CYP2C9_R06_OCNT-2310890,1,8,0.4583333333333333,0.4583333333333333,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2310417,BKZFFKDNDJNAOH,CYP2C9_R06_OCNT-2310890,1,9,0.44155844155844154,0.44155844155844154,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2311336,LQKJYHIZCLRVAA,CYP2C9_R06_OCNT-2310890,1,10,0.4342105263157895,0.4342105263157895,OCNT-2310890,PVJKSRBNYFPBRX,CYP2C9,6,21,6.158324037
OCNT-2315731,CZSAMRIBHKTNAZ,CYP2C9_R11_OCNT-2309809,1,1,0.43661971830985913,0.43661971830985913,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-0458025,YOCLBIASWDCQFN,CYP2C9_R11_OCNT-2309809,1,2,0.43243243243243246,0.43243243243243246,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-2317693,KSEBSDIEVDZEHK,CYP2C9_R11_OCNT-2309809,1,3,0.4225352112676056,0.4225352112676056,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-0495039,QIVBCDIJIAJPQS,CYP2C9_R11_OCNT-2309809,1,4,0.36065573770491804,0.36065573770491804,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-2314046,FTEPPECMOPAJHL,CYP2C9_R11_OCNT-2309809,1,5,0.35714285714285715,0.35714285714285715,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-2315121,DDBVVOVNSRWTJU,CYP2C9_R11_OCNT-2309809,1,6,0.35135135135135137,0.35135135135135137,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-1893991,JXZZEXZZKAWDSP,CYP2C9_R11_OCNT-2309809,1,7,0.3472222222222222,0.3472222222222222,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-2311154,UVBQSVCDGQALMQ,CYP2C9_R11_OCNT-2309809,1,8,0.34615384615384615,0.34615384615384615,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-0497551,ZTYQBGRPXUUDOE,CYP2C9_R11_OCNT-2309809,1,9,0.3382352941176471,0.3382352941176471,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-0461825,JNLSRGUPVAJJNM,CYP2C9_R11_OCNT-2309809,1,10,0.3333333333333333,0.3333333333333333,OCNT-2309809,JZKURPYQVDAOOL,CYP2C9,11,52,5.85000174
OCNT-2311582,ZEPYVNPXMMPJQB,CYP2C9_R16_OCNT-2310262,1,1,0.5,0.5,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2308744,XFLBADZEIKRUNC,CYP2C9_R16_OCNT-2310262,1,2,0.4576271186440678,0.4576271186440678,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2308504,WNVJJXBDZXMAAQ,CYP2C9_R16_OCNT-2310262,1,3,0.39285714285714285,0.39285714285714285,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2311387,QNTHWRNJSZFTQQ,CYP2C9_R16_OCNT-2310262,1,4,0.38333333333333336,0.38333333333333336,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2310579,ADAXQGHVJCOVAG,CYP2C9_R16_OCNT-2310262,1,5,0.38095238095238093,0.38095238095238093,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2310822,PAZGEARGQQZYLI,CYP2C9_R16_OCNT-2310262,1,6,0.375,0.375,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2317403,RUIUOFAPPJHIQX,CYP2C9_R16_OCNT-2310262,1,7,0.36507936507936506,0.36507936507936506,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2309670,LEPILDQORMQWAC,CYP2C9_R16_OCNT-2310262,1,8,0.36363636363636365,0.36363636363636365,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2313225,QNBRVDKSFRVUDJ,CYP2C9_R16_OCNT-2310262,1,9,0.359375,0.359375,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2315174,BVZPBARCGQEFOO,CYP2C9_R16_OCNT-2310262,1,10,0.3559322033898305,0.3559322033898305,OCNT-2310262,UXPCXNWXWKQOER,CYP2C9,16,96,5.632948973
OCNT-2310323,MBYHTKURRZPUOJ,CYP2C9_R21_OCNT-2317914,1,1,0.4461538461538462,0.4461538461538462,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2309155,SGGJYYXZDHNTMK,CYP2C9_R21_OCNT-2317914,1,2,0.40540540540540543,0.40540540540540543,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2313638,ZZMUEMSIAZDSCB,CYP2C9_R21_OCNT-2317914,1,3,0.37681159420289856,0.37681159420289856,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2310858,RBJYOPLZTXEOMT,CYP2C9_R21_OCNT-2317914,1,4,0.37333333333333335,0.37333333333333335,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2313106,CNANRTFPMBYPIM,CYP2C9_R21_OCNT-2317914,1,5,0.37333333333333335,0.37333333333333335,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2312795,DVBNAUHKBCFYBB,CYP2C9_R21_OCNT-2317914,1,6,0.36764705882352944,0.36764705882352944,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2309762,ALHZQEPUCXVZTK,CYP2C9_R21_OCNT-2317914,1,7,0.36619718309859156,0.36619718309859156,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2316818,YAOYODKAQMWJKZ,CYP2C9_R21_OCNT-2317914,1,8,0.36619718309859156,0.36619718309859156,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2317350,ZSZXTJMURYXMSU,CYP2C9_R21_OCNT-2317914,1,9,0.3561643835616438,0.3561643835616438,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2311175,LOHPAHJRSDGXHU,CYP2C9_R21_OCNT-2317914,1,10,0.34615384615384615,0.34615384615384615,OCNT-2317914,CSVPCNUVXMRULW,CYP2C9,21,194,5.376227573
OCNT-2311819,CDJZECPEHULQQM,CYP3A4_R05_OCNT-2314300,1,1,0.5471698113207547,0.5471698113207547,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2315748,OVGYSEOUQWUKNQ,CYP3A4_R05_OCNT-2314300,1,2,0.5,0.5,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2318000,BLHWMBAQHCSKAB,CYP3A4_R05_OCNT-2314300,1,3,0.41379310344827586,0.41379310344827586,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2311817,ADEBKNPZUBITBS,CYP3A4_R05_OCNT-2314300,1,4,0.39344262295081966,0.39344262295081966,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2315106,RXLYLRXSZARXIK,CYP3A4_R05_OCNT-2314300,1,5,0.3559322033898305,0.3559322033898305,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-0493958,UEAMJCFZTDEOAL,CYP3A4_R05_OCNT-2314300,1,6,0.35185185185185186,0.35185185185185186,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2309859,SNXACLBSLNBILH,CYP3A4_R05_OCNT-2314300,1,7,0.35,0.35,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2311200,NVPSOSIRMJDRPU,CYP3A4_R05_OCNT-2314300,1,8,0.3492063492063492,0.3492063492063492,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-0497342,MEYNLPQFSDKAAL,CYP3A4_R05_OCNT-2314300,1,9,0.34615384615384615,0.34615384615384615,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2315498,KYQVKLFQOSOPNM,CYP3A4_R05_OCNT-2314300,1,10,0.3448275862068966,0.3448275862068966,OCNT-2314300,BUWPDOKJHOVWEV,CYP3A4,5,10,6.428566638
OCNT-2311180,NHWOTDZJNFARDD,CYP3A4_R10_OCNT-2313429,1,1,0.5172413793103449,0.5172413793103449,OCNT-2313429,LDJYNPQUIPZXAN,CYP3A4,10,31,6.120009353
OCNT-2314172,VEUVBVWSGSYXGX,CYP3A4_R10_OCNT-2313429,1,2,0.4098360655737705,0.4098360655737705,OCNT-2313429,LDJYNPQUIPZXAN,CYP3A4,10,31,6.120009353
OCNT-2395645,YSUDFDDJOBYGGO,CYP3A4_R10_OCNT-2313429,1,3,0.4074074074074074,0.4074074074074074,OCNT-2313429,LDJYNPQUIPZXAN,CYP3A4,10,31,6.120009353
OCNT-2395467,NOPXPKAQTBKIIK,CYP3A4_R10_OCNT-2313429,1,4,0.38596491228070173,0.38596491228070173,OCNT-2313429,LDJYNPQUIPZXAN,CYP3A4,10,31,6.120009353
OCNT-0493767,LAQWXSZWFLYJOE,CYP3A4_R10_OCNT-2313429,1,5,0.35714285714285715,0.35714285714285715,OCNT-2313429,LDJYNPQUIPZXAN,CYP3A4,10,31,6.120009353
